polymer_number,monomer_1,monomer_1_mass_mg,monomer_2,monomer_2_mass_mg,monomer_other,base_mass_mg_total,base_reagents,base_volume_ml_total,catalyst_mass_mg_total,catalyst_reagents,catalyst_volume_ml_total,co-catalyst_mass_mg_total,co-catalyst_reagents,co-catalyst_volume_ml_total,initiator_mass_mg_total,initiator_reagents,initiator_volume_ml_total,quenching agent_mass_mg_total,quenching agent_reagents,quenching agent_volume_ml_total,solvent_mass_mg_total,solvent_reagents,solvent_volume_ml_total,solubility,physical_state,biodegradability,solubility_label,biodegradability_label
530,sebacic acid,1000,"2,3-Butanediol",468,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,yes,0,1
531,glutaric acid,1000,"1,2-Propanediol",846,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,fluid,no,0,0
532,pimelic acid,1000,"1,2-Propanediol",501,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,no,1,0
533,"2,2′-Thiodiacetic acid",1000,"1,2-Propanediol",535,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,yes,1,1
534,azelaic acid,1000,"1,2-Propanediol",425,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,yes,1,1
535,sebacic acid,1000,"1,2-Propanediol",723,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
536,sebacic acid,1000,ethylene glycol,310,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,no,1,0
537,"2,6-Naphthalenedicarboxylic Acid",1000,ethylene glycol,301,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
538,"2,6-Naphthalenedicarboxylic Acid",1000,ethylene glycol,301,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,no,1,0
539,glutaric acid,1000,"2,2-Dimethyl-1,3-propanediol",845,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,no,1,0
540,pimelic acid,1000,"2,2-Dimethyl-1,3-propanediol",683,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,no,1,0
541,azelaic acid,1000,"2,2-Dimethyl-1,3-propanediol",592,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,no,1,0
542,sebacic acid,1000,"2,2-Dimethyl-1,3-propanediol",520,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,no,1,0
543,sebacic acid,1000,"1,3-Propanediol",380,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,yes,1,1
544,"2,2′-[ethylenebis(oxy)] bisacetic acid",1000,"1,3-Propanediol",449,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
545,"2,6-Naphthalenedicarboxylic Acid",1000,"1,3-Propanediol",370,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
546,Isophthalic acid,1000,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.02,6]decane",1240.69,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,yes,1,1
547,"1,4-Cyclohexanedicarboxylic acid",1000,"1,2-Propanediol",458,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,crystalline,yes,1,1
548,"2,6-Naphthalenedicarboxylic Acid",1000,"1,2-Propanediol",370,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
549,"2,2′-[ethylenebis(oxy)] bisacetic acid",1000,"4,4′-Isopropylidenedicyclohexanol, mixture of isomers",1417,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,amorphous,yes,1,1
550,"2,6-Naphthalenedicarboxylic Acid",1000,"4,4′-Isopropylidenedicyclohexanol, mixture of isomers",1167,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,no,solid,no,0,0
551,glutaric acid,1000,"2,2,4-Trimethyl-1,3-pentanediol",1096,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,no,1,0
552,"2,2′-Thiodiacetic acid",1000,"2,2,4-Trimethyl-1,3-pentanediol",974,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,yes,1,1
553,"2,2′-[ethylenebis(oxy)] bisacetic acid",1000,"2,2,4-Trimethyl-1,3-pentanediol",886,,,,,0,Ti(Opr)4,0.05,,,,,,,,,,,,,yes,fluid,yes,1,1
554,Epsilon-Caprolactone,1000,,,,,,,6.1,TBD,0,,,,18.95,Benzyl Alcohol,0,43.81,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,no,1,0
555,e-Decalactone,461.93,Undecanoic delta-lactone,1000,,,,,71.68,triphenyl bismuth,0,21.98,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
556,e-Decalactone,544.9,Delta-nonalactone,1000,,,,,84.55,triphenyl bismuth,0,25.92,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
557,e-Decalactone,354.13,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,no,solid,no,0,0
558,e-Decalactone,988.79,B-butyrolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
559,e-Decalactone,429.27,5-Dodecanolide,1000,,,,,66.61,triphenyl bismuth,0,20.42,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
560,e-Decalactone,334.6,16--hexadecanolide,1000,,,,,51.92,triphenyl bismuth,0,15.92,tin octoate,0,,,,,,,,,,no,solid,no,0,0
561,e-Caprolactone,335.21,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
562,delta-Valerolactone,294.04,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
563,Epsilon-Caprolactone,491.69,Glycolide,1000,,,,,8.99,TBD,0,,,,18.63,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
564,e-Decalactone,745.79,e-Caprolactone,1000,,,,,115.72,triphenyl bismuth,0,35.48,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
565,e-Decalactone,850.23,delta-Valerolactone,1000,,,,,131.93,triphenyl bismuth,0,40.45,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
566,Massoia Lactone,736.95,e-caprolactone,1000,,,,,115.72,triphenyl bismuth,0,35.48,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
567,pentadecanolide,1053.01,e-caprolactone,1000,,,,,115.72,triphenyl bismuth,0,35.48,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
568,B-butyrolactone,377.12,e-caprolactone,1000,,,,,115.72,triphenyl bismuth,0,35.48,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
569,Glycolide,508.45,Epsilon-Caprolactone,1000,,,,,9.15,TBD,0,,,,18.95,Benzyl Alcohol,0,,,,,,,no,solid,yes,0,1
570,e-caprolactone,237.42,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
571,e-caprolactone,662.91,B-butyrolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
572,B-propiolactone,1000,,,,,,,9.66,TBD,0,,,,30.01,Benzyl Alcohol,0,69.39,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
573,massoia lactone,349.93,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,no,solid,no,0,0
574,massoia lactone,330.63,16--hexadecanolide,1000,,,,,51.92,triphenyl bismuth,0,15.92,tin octoate,0,,,,,,,,,,no,solid,no,0,0
575,Delta-Valerolactone,1000,,,,,,,6.95,TBD,0,,,,21.6,Benzyl Alcohol,0,49.94,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
576,massoia lactone,840.14,delta-Valerolactone,1000,,,,,131.93,triphenyl bismuth,0,40.45,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
577,B-propiolactone,315.66,Epsilon-Caprolactone,1000,,,,,9.15,TBD,0,,,,18.95,Benzyl Alcohol,0,43.81,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
578,Epsilon-Caprolactone,791.98,B-propiolactone,1000,,,,,14.49,TBD,0,,,,30.01,Benzyl Alcohol,0,69.39,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
579,Delta-Valerolactone,438.58,Epsilon-Caprolactone,1000,,,,,9.15,TBD,0,,,,18.95,Benzyl Alcohol,0,43.81,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
580,B-butyrolactone,179.07,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
581,Epsilon-Caprolactone,570.02,Delta-Valerolactone,1000,,,,,10.43,TBD,0,,,,21.6,Benzyl Alcohol,0,49.94,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
582,pentadecanolide,1396.1,B-butyrolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,yes,amorphous,no,1,0
583,delta-Valerolactone,208.25,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
584,pentadecanolide,1200.46,delta-Valerolactone,1000,,,,,131.93,triphenyl bismuth,0,40.45,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
585,delta-Valerolactone,581.48,b-butryolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
586,Delta-Valerolactone,694.7,B-propiolactone,1000,,,,,14.49,TBD,0,,,,30.01,Benzyl Alcohol,0,69.39,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
587,b-butryolactone,429.93,delta-Valerolactone,1000,,,,,131.93,triphenyl bismuth,0,40.45,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
588,B-propiolactone,359.87,Delta-Valerolactone,1000,,,,,10.43,TBD,0,,,,21.6,Benzyl Alcohol,0,49.94,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
589,Glycolide,805.37,B-propiolactone,1000,,,,,14.49,TBD,0,,,,30.01,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
590,B-propiolactone,310.42,Glycolide,1000,,,,,8.99,TBD,0,,,,18.63,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
591,lactide,1000.07,B-propiolactone,1000,,,,,14.49,TBD,0,,,,30.01,Benzyl Alcohol,0,69.39,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
592,B-propiolactone,249.98,lactide,1000,,,,,7.24,TBD,0,,,,15.01,Benzyl Alcohol,0,34.69,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,crystalline,yes,1,1
593,Glycolide,579.65,delta-Valerolactone,1000,,,,,10.43,TBD,0,,,,21.6,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
594,delta-Valerolactone,431.29,Glycolide,1000,,,,,8.99,TBD,0,,,,18.63,Benzyl Alcohol,0,,,,,,,no,solid,yes,0,1
595,lactide,719.79,delta-Valerolactone,1000,,,,,10.43,TBD,0,,,,21.6,Benzyl Alcohol,0,49.94,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,fluid,yes,1,1
596,delta-Valerolactone,347.33,lactide,1000,,,,,7.24,TBD,0,,,,15.01,Benzyl Alcohol,0,34.69,Benzoic Acid,0,0,"THF, Anhydrous",6.5,yes,fluid,yes,1,1
597,e-Decalactone,1000,,,,,,,77.58,Triphenyl Bismuth,0,,,,,,,,,,,,,yes,fluid,no,1,0
598,pentadecanolide,1000,,,,,,,54.95,Triphenyl Bismuth,0,,,,,,,,,,,,,yes,crystalline,yes,1,1
599,16--hexadecanolide,1000,,,,,,,51.92,Triphenyl Bismuth,0,,,,,,,,,,,,,yes,crystalline,yes,1,1
600,Coumarin,1000,,,,,,,90.38,Triphenyl Bismuth,0,,,,,,,,,,,,,yes,crystalline,no,1,0
601,B-butyrolactone,1000,,,,,,,153.43,Triphenyl Bismuth,0,,,,,,,,,,,,,no,solid,yes,0,1
602,Undecanoic delta-lactone,639.28,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
603,delta-Nonalactone,541.94,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
604,pentadecanolide,833.9,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,crystalline,yes,1,1
605,5-Dodecanolide,1000,,,,,,,66.61,Triphenyl Bismuth,0,,,,,,,,,,,,,yes,fluid,yes,1,1
606,B-butyrolactone,298.65,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
607,5-Dodecanolide,687.92,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
608,16--hexadecanolide,882.57,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,amorphous,yes,1,1
609,coumarin,506.97,lactide,1000,,,,,91.64,triphenyl bismuth,0,28.1,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
610,lactide,423.29,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
611,lactide,428.37,Massoia Lactone,1000,,,,,78.52,triphenyl bismuth,0,24.07,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
612,lactide,391.06,Undecanoic delta-lactone,1000,,,,,71.68,triphenyl bismuth,0,21.98,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
613,lactide,461.3,Delta-nonalactone,1000,,,,,84.55,triphenyl bismuth,0,25.92,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
614,lactide,299.8,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
616,lactide,363.41,5-Dodecanolide,1000,,,,,66.61,triphenyl bismuth,0,20.42,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
617,lactide,283.26,16--hexadecanolide,1000,,,,,51.92,triphenyl bismuth,0,15.92,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
618,e-Decalactone,733.39,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
619,Massoia Lactone,724.69,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,no,0,0
620,Undecanoic delta-lactone,793.83,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
621,delta-Nonalactone,672.96,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
622,pentadecanolide,1035.5,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
623,B-butyrolactone,370.85,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
624,5-Dodecanolide,854.23,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,fluid,yes,0,1
625,Glycolide,1000,,,,,,,6,TBD,0,,,,18.63,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
626,16--hexadecanolide,1095.93,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
627,coumarin,629.53,glycolide,1000,,,,,113.8,triphenyl bismuth,0,34.89,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
628,glycolide,340.88,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
629,glycolide,344.97,Massoia Lactone,1000,,,,,78.52,triphenyl bismuth,0,24.07,tin octoate,0,,,,,,,,,,no,fluid,yes,0,1
630,glycolide,314.93,Undecanoic delta-lactone,1000,,,,,71.68,triphenyl bismuth,0,21.98,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
631,glycolide,371.5,Delta-nonalactone,1000,,,,,84.55,triphenyl bismuth,0,25.92,tin octoate,0,,,,,,,,,,no,fluid,yes,0,1
632,glycolide,241.43,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
633,glycolide,674.12,B-butyrolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
634,glycolide,292.66,5-Dodecanolide,1000,,,,,66.61,triphenyl bismuth,0,20.42,tin octoate,0,,,,,,,,,,no,solid,no,0,0
635,glycolide,228.12,16--hexadecanolide,1000,,,,,51.92,triphenyl bismuth,0,15.92,tin octoate,0,,,,,,,,,,yes,fluid,yes,1,1
636,Lactide,620.88,Glycolide,1000,,,,,8.99,TBD,0,,,,18.63,Benzyl Alcohol,0,,,,,,,no,solid,yes,0,1
637,glycolide,397.12,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
638,e-Decalactone,582.49,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
639,Massoia Lactone,575.58,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
640,Undecanoic delta-lactone,630.49,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,,,no,0,0
641,delta-Nonalactone,534.49,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,,,no,0,0
642,pentadecanolide,822.43,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,,,yes,0,1
643,B-butyrolactone,294.55,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
644,5-Dodecanolide,678.46,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
645,coumarin,429.19,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
646,Glycolide,402.66,Lactide,1000,,,,,7.24,TBD,0,,,,15.01,Benzyl Alcohol,0,,,,,,,no,solid,no,0,0
647,coumarin,303.98,pentadecanolide,1000,,,,,54.95,triphenyl bismuth,0,16.85,tin octoate,0,,,,,,,,,,no,fluid,yes,0,1
648,coumarin,848.76,B-butyrolactone,1000,,,,,153.43,triphenyl bismuth,0,47.04,tin octoate,0,,,,,,,,,,yes,crystalline,yes,1,1
649,coumarin,287.21,16--hexadecanolide,1000,,,,,51.92,triphenyl bismuth,0,15.92,tin octoate,0,,,,,,,,,,no,solid,yes,0,1
650,e-Caprolactone,390.52,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
651,delta-Valerolactone,342.55,coumarin,1000,,,,,90.38,triphenyl bismuth,0,27.71,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
652,Epsilon-Caprolactone,395.96,Lactide,1000,,,,,7.24,TBD,0,,,,15.01,Benzyl Alcohol,0,34.69,Benzoic Acid,0,0,"THF, Anhydrous",0,yes,crystalline,yes,1,1
653,coumarin,640.18,e-Caprolactone,1000,,,,,115.72,triphenyl bismuth,0,35.48,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
654,coumarin,729.82,delta-Valerolactone,1000,,,,,131.93,triphenyl bismuth,0,40.45,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
655,Massoia Lactone,494.07,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
656,Undecanoic delta-lactone,541.2,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
657,delta-Nonalactone,458.8,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
658,pentadecanolide,705.96,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
659,B-butyrolactone,252.83,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
660,5-Dodecanolide,582.38,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,fluid,no,1,0
661,16--hexadecanolide,747.17,e-Decalactone,1000,,,,,77.58,triphenyl bismuth,0,23.79,tin octoate,0,,,,,,,,,,yes,crystalline,no,1,0
662,Pimelic Acid,1356.34,"1,5-pentanediol",881.95,,,,,2.41,Ti(Opr)4,0,,,,,,,,,,,,,yes,crystalline,no,1,0
